0,0
0.000333333,0.0418757
0.000666667,0.0836778
0.001,0.125333
0.00133333,0.166769
0.00166667,0.207912
0.002,0.24869
0.00233333,0.289032
0.00266667,0.328867
0.003,0.368125
0.00333333,0.406737
0.00366667,0.444635
0.004,0.481754
0.00433333,0.518027
0.00466667,0.553392
0.005,0.587785
0.00533333,0.621148
0.00566667,0.653421
0.006,0.684547
0.00633333,0.714473
0.00666667,0.743145
0.007,0.770513
0.00733333,0.79653
0.00766667,0.821149
0.008,0.844328
0.00833333,0.866025
0.00866667,0.886204
0.009,0.904827
0.00933333,0.921863
0.00966667,0.937282
0.01,0.951057
0.0103333,0.963163
0.0106667,0.973579
0.011,0.982287
0.0113333,0.989272
0.0116667,0.994522
0.012,0.998027
0.0123333,0.999781
0.0126667,0.999781
0.013,0.998027
0.0133333,0.994522
0.0136667,0.989272
0.014,0.982287
0.0143333,0.973579
0.0146667,0.963163
0.015,0.951057
0.0153333,0.937282
0.0156667,0.921863
0.016,0.904827
0.0163333,0.886204
0.0166667,0.866025
0.017,0.844328
0.0173333,0.821149
0.0176667,0.79653
0.018,0.770513
0.0183333,0.743145
0.0186667,0.714473
0.019,0.684547
0.0193333,0.653421
0.0196667,0.621148
0.02,0.587785
0.0203333,0.553392
0.0206667,0.518027
0.021,0.481754
0.0213333,0.444635
0.0216667,0.406737
0.022,0.368125
0.0223333,0.328867
0.0226667,0.289032
0.023,0.24869
0.0233333,0.207912
0.0236667,0.166769
0.024,0.125333
0.0243333,0.0836778
0.0246667,0.0418757
0.025,-4.10207e-10
0.0253333,-0.0418757
0.0256667,-0.0836778
0.026,-0.125333
0.0263333,-0.166769
0.0266667,-0.207912
0.027,-0.24869
0.0273333,-0.289032
0.0276667,-0.328867
0.028,-0.368125
0.0283333,-0.406737
0.0286667,-0.444635
0.029,-0.481754
0.0293333,-0.518027
0.0296667,-0.553392
0.03,-0.587785
0.0303333,-0.621148
0.0306667,-0.653421
0.031,-0.684547
0.0313333,-0.714473
0.0316667,-0.743145
0.032,-0.770513
0.0323333,-0.79653
0.0326667,-0.821149
0.033,-0.844328
0.0333333,-0.866025
0.0336667,-0.886204
0.034,-0.904827
0.0343333,-0.921863
0.0346667,-0.937282
0.035,-0.951057
0.0353333,-0.963163
0.0356667,-0.973579
0.036,-0.982287
0.0363333,-0.989272
0.0366667,-0.994522
0.037,-0.998027
0.0373333,-0.999781
0.0376667,-0.999781
0.038,-0.998027
0.0383333,-0.994522
0.0386667,-0.989272
0.039,-0.982287
0.0393333,-0.973579
0.0396667,-0.963163
0.04,-0.951057
0.0403333,-0.937282
0.0406667,-0.921863
0.041,-0.904827
0.0413333,-0.886204
0.0416667,-0.866025
0.042,-0.844328
0.0423333,-0.821149
0.0426667,-0.79653
0.043,-0.770513
0.0433333,-0.743145
0.0436667,-0.714473
0.044,-0.684547
0.0443333,-0.653421
0.0446667,-0.621148
0.045,-0.587785
0.0453333,-0.553392
0.0456667,-0.518027
0.046,-0.481754
0.0463333,-0.444635
0.0466667,-0.406737
0.047,-0.368125
0.0473333,-0.328867
0.0476667,-0.289032
0.048,-0.24869
0.0483333,-0.207912
0.0486667,-0.166769
